dataset_index,speaker_id,chapter_id,utterance_id,condition,target_bitrate_kbps,reference,prediction,wer,spectral_distortion,lsd_db,layer_1_drift,layer_6_drift,layer_12_drift,layer_1_raw_drift,layer_6_raw_drift,layer_12_raw_drift
882,2961,960,8,wav,,WE DO NOT KNOW HOW PLATO WOULD HAVE ARRANGED HIS OWN DIALOGUES OR WHETHER THE THOUGHT OF ARRANGING ANY OF THEM BESIDES THE TWO TRILOGIES WHICH HE HAS EXPRESSLY CONNECTED WAS EVER PRESENT TO HIS MIND,WE DO NOT KNOW HOW PLATO WOULD HAVE ARRANGED HIS OWN DIALEGTS OR WHETHER THE THOUGHT OF ARRANGING ANY OF THEM BESIDES THE TWO TRILOGIES WHICH HE HAS EXPRESSLY CONNECTED WAS EVER PRESENT TO HIS MIND,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,2961,960,8,resample_control,,WE DO NOT KNOW HOW PLATO WOULD HAVE ARRANGED HIS OWN DIALOGUES OR WHETHER THE THOUGHT OF ARRANGING ANY OF THEM BESIDES THE TWO TRILOGIES WHICH HE HAS EXPRESSLY CONNECTED WAS EVER PRESENT TO HIS MIND,WE DO NOT KNOW HOW PLATO WOULD HAVE ARRANGED HIS OWN DIALEGTS OR WHETHER THE THOUGHT OF ARRANGING ANY OF THEM BESIDES THE TWO TRILOGIES WHICH HE HAS EXPRESSLY CONNECTED WAS EVER PRESENT TO HIS MIND,0.027777777777777776,2.2582149505615234,1.3193891048431396,0.005785465240478516,0.004932045936584473,0.003110170364379883,0.004367709159851074,0.00400388240814209,0.0014229416847229004
882,2961,960,8,encodec_24k,24.0,WE DO NOT KNOW HOW PLATO WOULD HAVE ARRANGED HIS OWN DIALOGUES OR WHETHER THE THOUGHT OF ARRANGING ANY OF THEM BESIDES THE TWO TRILOGIES WHICH HE HAS EXPRESSLY CONNECTED WAS EVER PRESENT TO HIS MIND,WE DO NOT KNOW HOW PLATO WOULD HAVE ARRANGED HIS OWN DIALECTS OR WHETHER THE THOUGHT OF ARRANGING ANY OF THEM BESIDES THE TWOTRILOGIES WHICH HE HAS EXPRESSLY CONNECTED WAS EVER PRESENT TO HIS MIND,0.08333333333333333,47.987648010253906,6.768714427947998,0.1398782730102539,0.063754141330719,0.0480228066444397,0.10022175312042236,0.051206886768341064,0.020088136196136475
882,2961,960,8,encodec_6k,6.0,WE DO NOT KNOW HOW PLATO WOULD HAVE ARRANGED HIS OWN DIALOGUES OR WHETHER THE THOUGHT OF ARRANGING ANY OF THEM BESIDES THE TWO TRILOGIES WHICH HE HAS EXPRESSLY CONNECTED WAS EVER PRESENT TO HIS MIND,WE DO NOT KNOW HOW PLATO WOULD HAVE ARRANGED HIS OWN DIALECTS OR WHETHER THE THOUGHT OF ARRANGING ANY OF THEM BESIDES THE TWOTRILIGIES WHICH HE HAS EXPRESSLY CONNECTED WAS EVER PRESENT TO HIS MIND,0.08333333333333333,55.31523513793945,7.306182861328125,0.2342538833618164,0.10494416952133179,0.06250298023223877,0.1696842908859253,0.08330142498016357,0.02631092071533203
882,2961,960,8,encodec_1.5k,1.5,WE DO NOT KNOW HOW PLATO WOULD HAVE ARRANGED HIS OWN DIALOGUES OR WHETHER THE THOUGHT OF ARRANGING ANY OF THEM BESIDES THE TWO TRILOGIES WHICH HE HAS EXPRESSLY CONNECTED WAS EVER PRESENT TO HIS MIND,WE DO NOT KNOW HOW PLATO WOULD HAVE ARRANGED HIS OLD DIELOTES OR WHETHER THE THOUGHT OF ARRANGING ANY OF THEM BESIDES THE TWO TRILAGIES WHICH HE HAS EXPRESSLY CONNECTED WAS EVER PRESENT ON HIS MIND,0.1111111111111111,71.35916900634766,8.289134979248047,0.43970388174057007,0.25959688425064087,0.20256435871124268,0.3298885226249695,0.1964629888534546,0.1007225513458252
1107,4077,13754,11,wav,,FEDERAL JUDGES AND UNITED STATES ATTORNEYS IN UTAH WHO WERE NOT MORMONS NOR LOVERS OF MORMONISM REFUSED TO ENTERTAIN COMPLAINTS OR PROSECUTE CASES UNDER THE LAW BECAUSE OF ITS MANIFEST INJUSTICE AND INADEQUACY,FEDERAL JUDGES AND UNITED STATES ATTORNEYS IN UTAH WHO WERE NOT MORMONS NOR LOVERS OF MORMANISM REFUSED TO ENTERTAIN COMPLAINTS OR PROSECUTE CASES UNDER THE LAW BECAUSE OF ITS MANIFEST INJUSTICE AND INADEQUACY,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,4077,13754,11,resample_control,,FEDERAL JUDGES AND UNITED STATES ATTORNEYS IN UTAH WHO WERE NOT MORMONS NOR LOVERS OF MORMONISM REFUSED TO ENTERTAIN COMPLAINTS OR PROSECUTE CASES UNDER THE LAW BECAUSE OF ITS MANIFEST INJUSTICE AND INADEQUACY,FEDERAL JUDGES AND UNITED STATES ATTORNEYS IN UTAH WHO WERE NOT MORMONS NOR LOVERS OF MORMANISM REFUSED TO ENTERTAIN COMPLAINTS OR PROSECUTE CASES UNDER THE LAW BECAUSE OF ITS MANIFEST INJUSTICE AND INADEQUACY,0.030303030303030304,2.7620928287506104,1.5304063558578491,0.003234267234802246,0.006929218769073486,0.003060758113861084,0.002418994903564453,0.0051673054695129395,0.0009665489196777344
1107,4077,13754,11,encodec_24k,24.0,FEDERAL JUDGES AND UNITED STATES ATTORNEYS IN UTAH WHO WERE NOT MORMONS NOR LOVERS OF MORMONISM REFUSED TO ENTERTAIN COMPLAINTS OR PROSECUTE CASES UNDER THE LAW BECAUSE OF ITS MANIFEST INJUSTICE AND INADEQUACY,FEDERAL JUDGES AND UNITED STATES ATTORNEYS IN UTOH WHO WERE NOT MORMONS NOR LOVERS OF MORMANISM REFUSED TO ENTERTAIN COMPLAINTS OR PROSECUTE CASES UNDER THE LAW BECAUSE OF ITS MANIFEST INJUSTICE AND INADEQUACY,0.06060606060606061,58.5347785949707,7.5072197914123535,0.16171574592590332,0.07583481073379517,0.04927480220794678,0.11673647165298462,0.05982869863510132,0.02109396457672119
1107,4077,13754,11,encodec_6k,6.0,FEDERAL JUDGES AND UNITED STATES ATTORNEYS IN UTAH WHO WERE NOT MORMONS NOR LOVERS OF MORMONISM REFUSED TO ENTERTAIN COMPLAINTS OR PROSECUTE CASES UNDER THE LAW BECAUSE OF ITS MANIFEST INJUSTICE AND INADEQUACY,FEDERAL JUDGES AND UNITED STATES ATTORNEYS IN UTOH WHO WERE NOT MORMONS NOR LOVERS OF MORMANISM REFUSED TO ENTERTAIN COMPLAINTS OR PROSECUTE CASES UNDER THE LAW BECAUSE OF ITS MANIFEST INJUSTICE AND INADEQUACY,0.06060606060606061,66.87310028076172,8.039166450500488,0.260955810546875,0.10777151584625244,0.06384491920471191,0.1876237392425537,0.08363527059555054,0.02911466360092163
1107,4077,13754,11,encodec_1.5k,1.5,FEDERAL JUDGES AND UNITED STATES ATTORNEYS IN UTAH WHO WERE NOT MORMONS NOR LOVERS OF MORMONISM REFUSED TO ENTERTAIN COMPLAINTS OR PROSECUTE CASES UNDER THE LAW BECAUSE OF ITS MANIFEST INJUSTICE AND INADEQUACY,FEDERAL JUDGES IN UNITED STATES ATTORNEYS IN UTILH WHO WERE NOT MORMONS NOR LOVERS OF MORMANISM REFUSED TO ENTERTAIN COMPLAINTS OR PROSECUTE CASES UNDER THE LAW BECAUSE OF ITS MANIFEST INJUSTICE AND INADEQUACY,0.09090909090909091,83.7090072631836,8.989648818969727,0.46446317434310913,0.2422681450843811,0.14077061414718628,0.34578752517700195,0.1793067455291748,0.0727490782737732
2475,8463,294828,13,wav,,HE WAS A FANATIC ON FORMALITY AND HE ONLY ADDRESSED ME IN THE THIRD PERSON TO THE POINT WHERE IT GOT TIRESOME,HE WAS A FANATIC ONFORMALITY AND HE ONLY ADDRESSED ME IN THE THIRD PERSON TO THE POINT WHERE IT GOT HIRESOME,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475,8463,294828,13,resample_control,,HE WAS A FANATIC ON FORMALITY AND HE ONLY ADDRESSED ME IN THE THIRD PERSON TO THE POINT WHERE IT GOT TIRESOME,HE WAS A FANATIC ONFORMALITY AND HE ONLY ADDRESSED ME IN THE THIRD PERSON TO THE POINT WHERE IT GOT HIRESOME,0.13636363636363635,1.3638535737991333,1.0621130466461182,0.0010814666748046875,0.0005087852478027344,0.0012086033821105957,0.0007507801055908203,0.0003516077995300293,0.00029402971267700195
2475,8463,294828,13,encodec_24k,24.0,HE WAS A FANATIC ON FORMALITY AND HE ONLY ADDRESSED ME IN THE THIRD PERSON TO THE POINT WHERE IT GOT TIRESOME,HE WAS A FANATIC ONFORMALITY AND HE ONLY ADDRESSED ME IN THE THIRD PERSON TO THE POINT WHERE IT GOT HIRESOME,0.13636363636363635,59.067237854003906,7.615566253662109,0.1623782515525818,0.06622946262359619,0.05120968818664551,0.11434298753738403,0.05321633815765381,0.024309515953063965
2475,8463,294828,13,encodec_6k,6.0,HE WAS A FANATIC ON FORMALITY AND HE ONLY ADDRESSED ME IN THE THIRD PERSON TO THE POINT WHERE IT GOT TIRESOME,HE WAS A FANATIC ONFORMALITY AND HE ONLY ADDRESSED ME IN THE THIRD PERSON TO THE POINT WHERE IT GOT TIRESOME,0.09090909090909091,66.46643829345703,8.088560104370117,0.2500203847885132,0.09321624040603638,0.07806241512298584,0.17572039365768433,0.07316964864730835,0.03812164068222046
2475,8463,294828,13,encodec_1.5k,1.5,HE WAS A FANATIC ON FORMALITY AND HE ONLY ADDRESSED ME IN THE THIRD PERSON TO THE POINT WHERE IT GOT TIRESOME,HE WAS A FANATIC ON FORMALITY AND HE ONLY ADDRESSED ME IN THE THIRD PERSON TO THE POINT WHERE IT GOT HIRESOME,0.045454545454545456,80.9919204711914,8.925252914428711,0.4471483826637268,0.27775120735168457,0.2032095193862915,0.3288373351097107,0.21001142263412476,0.11712592840194702
2450,8463,294825,8,wav,,BUT MUCH OF THE NOVEL'S BROODING POWER COMES FROM CAPTAIN NEMO,BUT MUCH OF THE NOVELS BROODING POWER COMES FROM CAPTAIN NEMO,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,8463,294825,8,resample_control,,BUT MUCH OF THE NOVEL'S BROODING POWER COMES FROM CAPTAIN NEMO,BUT MUCH OF THE NOVELS BROODING POWER COMES FROM CAPTAIN NEMO,0.09090909090909091,1.303792119026184,1.067018985748291,0.0009355545043945312,0.0007658004760742188,0.00029790401458740234,0.0006567239761352539,0.000489652156829834,8.541345596313477e-05
2450,8463,294825,8,encodec_24k,24.0,BUT MUCH OF THE NOVEL'S BROODING POWER COMES FROM CAPTAIN NEMO,BUT MUCH OF THE NOVEL'S BROODING POWER COMES FROM CAPTAIN NEMO,0.0,59.10234832763672,7.6095051765441895,0.13338202238082886,0.06757348775863647,0.04672133922576904,0.09140616655349731,0.05135345458984375,0.015628159046173096
2450,8463,294825,8,encodec_6k,6.0,BUT MUCH OF THE NOVEL'S BROODING POWER COMES FROM CAPTAIN NEMO,BUT MUCH OF THE NOVEL'S BROODING POWER COMES FROM CAPTAIN NEMO,0.0,67.13107299804688,8.12048053741455,0.2349739670753479,0.1551274061203003,0.1523107886314392,0.16088026762008667,0.11303973197937012,0.06839680671691895
2450,8463,294825,8,encodec_1.5k,1.5,BUT MUCH OF THE NOVEL'S BROODING POWER COMES FROM CAPTAIN NEMO,THAT THAT SHIS A NOFULSPIRATING POWER COMES FROM CAPTAIN NELO,0.6363636363636364,85.88297271728516,9.176717758178711,0.4479184150695801,0.40047210454940796,0.4655379056930542,0.32361966371536255,0.2843278646469116,0.28145307302474976
1426,5105,28240,9,wav,,SLIGHTLY CHANGING HER COURSE SHE FIRST STRUCK HER MAINSAIL AND IN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMSMAN SOON CARRIED NOTHING BUT HER TWO TOPSAILS BRIGANTINE AND JIB,SLIGHTLY CHANGING HER COURSE SHE FIRST STRUCK HER MAINSAIL AND IN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMSMEN SOON CARRIED NOTHING BUT HER TWO TOPSAILS BRIGANTINE AND JIB,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,5105,28240,9,resample_control,,SLIGHTLY CHANGING HER COURSE SHE FIRST STRUCK HER MAINSAIL AND IN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMSMAN SOON CARRIED NOTHING BUT HER TWO TOPSAILS BRIGANTINE AND JIB,SLIGHTLY CHANGING HER COURSE SHE FIRST STRUCK HER MAINSAIL AND IN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMSMEN SOON CARRIED NOTHING BUT HER TWO TOPSAILS BRIGANTINE AND JIB,0.034482758620689655,3.221006155014038,1.7489479780197144,0.004481792449951172,0.0015191435813903809,0.004627108573913574,0.0033257007598876953,0.0011283159255981445,0.0013611316680908203
1426,5105,28240,9,encodec_24k,24.0,SLIGHTLY CHANGING HER COURSE SHE FIRST STRUCK HER MAINSAIL AND IN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMSMAN SOON CARRIED NOTHING BUT HER TWO TOPSAILS BRIGANTINE AND JIB,SLIGHTLY CHANGING HER COURSE SHE FIRST STRUCK HER MAINSAIL AND IN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMSMEN SOON CARRIED NOTHING BUT HER TWO TOPSAILS BRIGANTINE AND JIB,0.034482758620689655,55.86248016357422,7.3730268478393555,0.13517391681671143,0.045071542263031006,0.021494030952453613,0.09332150220870972,0.03571540117263794,0.008821547031402588
1426,5105,28240,9,encodec_6k,6.0,SLIGHTLY CHANGING HER COURSE SHE FIRST STRUCK HER MAINSAIL AND IN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMSMAN SOON CARRIED NOTHING BUT HER TWO TOPSAILS BRIGANTINE AND JIB,SLIGHTLY CHANGING HER COURSE SHE FIRST STRUCK HER MAINSAIL AND IN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMSMEN SOON CARRIED NOTHING BUT HER TWO TOPSAILS BRIGANTINE AND JIB,0.034482758620689655,63.783016204833984,7.890682697296143,0.2324587106704712,0.08734846115112305,0.03864026069641113,0.1619354486465454,0.06867200136184692,0.016691982746124268
1426,5105,28240,9,encodec_1.5k,1.5,SLIGHTLY CHANGING HER COURSE SHE FIRST STRUCK HER MAINSAIL AND IN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMSMAN SOON CARRIED NOTHING BUT HER TWO TOPSAILS BRIGANTINE AND JIB,SLIGHTLY CHANGING HER COURSE SHE FIRST STRUCK HER MAINSAIL IN IN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMSMAN SOON CARRIED NOTHING BUT HER TWO TOPSAILS BRIGANTINE AND JIB,0.034482758620689655,77.11322021484375,8.68382453918457,0.437174916267395,0.24324756860733032,0.14354389905929565,0.3181917667388916,0.18889886140823364,0.06331402063369751
2590,908,157963,27,wav,,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590,908,157963,27,resample_control,,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,0.0,2.260554790496826,1.29175865650177,0.007711589336395264,0.005349934101104736,0.001637279987335205,0.0054885149002075195,0.00381624698638916,0.0005315542221069336
2590,908,157963,27,encodec_24k,24.0,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,0.0,46.52915573120117,6.670573711395264,0.16599982976913452,0.08178830146789551,0.042875051498413086,0.11962008476257324,0.06463342905044556,0.022378504276275635
2590,908,157963,27,encodec_6k,6.0,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,0.0,55.479400634765625,7.30017614364624,0.2725120782852173,0.12484914064407349,0.0632736086845398,0.19952332973480225,0.09436321258544922,0.03408920764923096
2590,908,157963,27,encodec_1.5k,1.5,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,AND LAY ME DOWN IN THY COLD BETHDIT AND LEAVE MY SHINING LOT,0.07692307692307693,77.16767120361328,8.602703094482422,0.49889522790908813,0.34239113330841064,0.3708469271659851,0.3816022276878357,0.26166683435440063,0.19127297401428223
2285,8224,274381,5,wav,,DREADING THE SUPERIOR POWER OF ARGYLE WHO HAVING JOINED HIS VASSALS TO A FORCE LEVIED BY THE PUBLIC WAS APPROACHING WITH A CONSIDERABLE ARMY MONTROSE HASTENED NORTHWARDS IN ORDER TO ROUSE AGAIN THE MARQUIS OF HUNTLEY AND THE GORDONS WHO HAVING BEFORE HASTILY TAKEN ARMS HAD BEEN INSTANTLY SUPPRESSED BY THE COVENANTERS,DREADING THE SUPERIOR POWER OF ARGYLE WHO HAVING JOINED HIS VASSALS TO A FORCE LEVIED BY THE PUBLIC WAS APPROACHING WITH A CONSIDERABLE ARMY MONTRES HASTENED NORTHWARD IN ORDER TO ROUSE AGAIN THE MARQUIS OF HUNTLEY AND THE GORDONS WHO HAVING BEFORE HASTILY TAKEN ARMS HAD BEEN INSTANTLY SUPPRESSED BY THE COVENANTERS,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,8224,274381,5,resample_control,,DREADING THE SUPERIOR POWER OF ARGYLE WHO HAVING JOINED HIS VASSALS TO A FORCE LEVIED BY THE PUBLIC WAS APPROACHING WITH A CONSIDERABLE ARMY MONTROSE HASTENED NORTHWARDS IN ORDER TO ROUSE AGAIN THE MARQUIS OF HUNTLEY AND THE GORDONS WHO HAVING BEFORE HASTILY TAKEN ARMS HAD BEEN INSTANTLY SUPPRESSED BY THE COVENANTERS,DREADING THE SUPERIOR POWER OF ARGYLE WHO HAVING JOINED HIS VASSALS TO A FORCE LEVIED BY THE PUBLIC WAS APPROACHING WITH A CONSIDERABLE ARMY MONTRES HASTENED NORTHWARD IN ORDER TO ROUSE AGAIN THE MARQUIS OF HUNTLEY AND THE GORDONS WHO HAVING BEFORE HASTILY TAKEN ARMS HAD BEEN INSTANTLY SUPPRESSED BY THE COVENANTERS,0.038461538461538464,2.844855308532715,1.5141799449920654,0.003093898296356201,0.0026207566261291504,0.002247154712677002,0.0022575855255126953,0.0019125938415527344,0.001136183738708496
2285,8224,274381,5,encodec_24k,24.0,DREADING THE SUPERIOR POWER OF ARGYLE WHO HAVING JOINED HIS VASSALS TO A FORCE LEVIED BY THE PUBLIC WAS APPROACHING WITH A CONSIDERABLE ARMY MONTROSE HASTENED NORTHWARDS IN ORDER TO ROUSE AGAIN THE MARQUIS OF HUNTLEY AND THE GORDONS WHO HAVING BEFORE HASTILY TAKEN ARMS HAD BEEN INSTANTLY SUPPRESSED BY THE COVENANTERS,DREADING THE SUPERIOR POWER OF ARGYLE WHO HAVING JOINED HIS VASSALS TO A FORCE LEVIED BY THE PUBLIC WAS APPROACHING WITH A CONSIDERABLE ARMY MONTRES HASTENED NORTHWARD IN ORDER TO ROUSE AGAIN THE MARQUIS OF HUNTLEY AND THE GORDONS WHO HAVING BEFORE HASTILY TAKEN ARMS HAD BEEN INSTANTLY SUPPRESSED BY THE COVENANTERS,0.038461538461538464,47.08415603637695,6.60498571395874,0.12924939393997192,0.04179912805557251,0.039968907833099365,0.09094661474227905,0.03282707929611206,0.01400214433670044
